2025-04-09 12:54:10.776471|4108
2025-04-09 13:04:11.659060|4100
2025-04-09 13:14:11.734673|4088
2025-04-09 13:24:10.950145|4079
2025-04-09 13:34:11.904117|4072
2025-04-09 13:44:11.624555|4066
2025-04-09 13:54:11.306106|4063
2025-04-09 14:04:11.989574|4058
2025-04-09 14:14:11.700275|4051
2025-04-09 14:24:11.304716|4051
2025-04-09 14:34:12.120100|4046
2025-04-09 14:44:12.160004|4042
2025-04-09 14:54:11.399159|4039
2025-04-09 15:04:12.134418|4037
2025-04-09 15:14:11.862119|4033
2025-04-09 15:24:11.480514|4033
2025-04-09 15:34:12.289082|4030
2025-04-09 15:44:11.939157|4027
2025-04-09 15:54:11.555231|4029
2025-04-09 16:04:12.498783|4027
2025-04-09 16:14:12.014269|4023
2025-04-09 16:24:11.628615|4023
2025-04-09 16:34:12.365665|4021
2025-04-09 16:44:12.174751|4021
2025-04-09 16:54:11.714672|4020
2025-04-09 17:04:12.458943|4020
2025-04-09 17:14:12.269373|4017
2025-04-09 17:24:11.793390|4017
2025-04-09 17:34:12.507722|4017
2025-04-09 17:44:12.236748|4015
2025-04-09 17:54:11.925318|4017
2025-04-09 18:04:12.751261|4012
2025-04-09 18:14:12.326843|4009
2025-04-09 18:24:11.949077|4012
2025-04-09 18:34:12.678976|4009
2025-04-09 18:44:12.388228|4008
2025-04-09 18:54:12.123184|4006
2025-04-09 19:04:12.723280|4008
2025-04-09 19:14:12.453578|4000
2025-04-09 19:24:12.109574|4005
2025-04-09 19:34:12.828166|4000
2025-04-09 19:44:12.533070|4002
2025-04-09 19:54:12.177162|4000
2025-04-09 20:04:12.873381|3999
2025-04-09 20:14:12.605297|3994
2025-04-09 20:24:12.204691|3994
2025-04-09 20:34:12.954198|3990
2025-04-09 20:44:12.670895|3987
2025-04-09 20:54:12.280665|3984
2025-04-09 21:04:12.980891|3982
2025-04-09 21:14:12.725510|3975
2025-04-09 21:24:12.343997|3972
2025-04-09 21:34:13.060415|3969
2025-04-09 21:44:12.866091|3961
2025-04-09 21:54:12.390688|3957
2025-04-09 22:04:13.055880|3952
2025-04-09 22:14:12.821420|3946
2025-04-09 22:24:12.480295|3942
2025-04-09 22:34:13.295862|3937
2025-04-09 22:44:12.871277|3933
2025-04-09 22:54:12.489178|3928
2025-04-09 23:04:13.183944|3919
2025-04-09 23:14:12.919206|3916
2025-04-09 23:24:12.529077|3915
2025-04-09 23:34:13.199679|3906
2025-04-09 23:44:12.945229|3900
2025-04-09 23:54:12.281916|3897
2025-04-10 00:04:12.984258|3891
2025-04-10 00:14:13.091492|3885
2025-04-10 00:24:12.332756|3885
2025-04-10 00:34:13.317477|3877
2025-04-10 00:44:13.033262|3874
2025-04-10 00:54:12.643571|3873
2025-04-10 01:04:13.455035|3867
2025-04-10 01:14:13.059153|3865
2025-04-10 01:24:12.674156|3864
2025-04-10 01:34:13.489304|3859
2025-04-10 01:44:13.169944|3859
2025-04-10 01:54:12.919006|3859
2025-04-10 02:04:13.478204|3858
2025-04-10 02:14:13.313247|3855
2025-04-10 02:24:12.959093|3853
2025-04-10 02:34:13.337354|3852
2025-04-10 02:44:13.421981|3847
2025-04-10 02:54:13.057551|3849
2025-04-10 03:04:13.736754|3844
2025-04-10 03:14:13.547046|3844
2025-04-10 03:24:13.212695|3843
2025-04-10 03:34:13.915722|3840
2025-04-10 03:44:13.656011|3840
2025-04-10 03:54:13.271480|3838
2025-04-10 04:04:14.028403|3834
2025-04-10 04:14:13.760956|3829
2025-04-10 04:24:13.356552|3831
2025-04-10 04:34:14.196148|3828
2025-04-10 04:44:13.965853|3823
2025-04-10 04:54:13.536139|3825
2025-04-10 05:04:14.246306|3817
2025-04-10 05:14:13.911515|3816
2025-04-10 05:24:13.638927|3816
2025-04-10 05:34:14.431633|3813
2025-04-10 05:44:14.037030|3810
2025-04-10 05:54:13.661740|3807
2025-04-10 06:04:14.387940|3804
2025-04-10 06:14:14.137135|3798
2025-04-10 06:24:13.775981|3799
2025-04-10 06:34:14.597436|3793
2025-04-10 06:44:14.312867|3790
2025-04-10 06:54:13.682604|3787
2025-04-10 07:04:14.707655|3781
2025-04-10 07:14:14.598453|3777
2025-04-10 07:24:14.077646|3777
2025-04-10 07:34:14.852892|3768
2025-04-10 07:44:14.613720|3762
2025-04-10 07:54:14.254857|3761
2025-04-10 08:04:15.119796|3753
2025-04-10 08:14:14.753740|3743
2025-04-10 08:24:14.359853|3738
2025-04-10 08:34:15.162822|3729
2025-04-10 08:44:14.843502|3719
2025-04-10 08:50:11.567970|3713
2025-04-10 09:04:15.279707|3699
2025-04-10 09:14:15.044433|3690
2025-04-10 09:24:14.322487|3684
2025-04-10 09:34:15.541550|3663
2025-04-10 09:44:15.328388|3656
2025-04-10 09:54:16.228849|3647
2025-04-10 10:04:15.575444|3635
2025-04-10 10:14:15.627096|3617
2025-04-10 10:24:15.052338|3614
2025-04-10 10:34:15.969233|3602
2025-04-10 10:44:16.136471|3587
2025-04-10 10:54:15.659785|3585
2025-04-10 11:04:16.487562|3569
2025-04-10 11:14:16.673795|3558
2025-04-10 11:24:16.114633|3554
2025-04-10 11:34:17.026430|3540
2025-04-10 11:44:17.240033|3518
2025-04-10 11:54:16.668424|3522
2025-04-10 12:04:17.546304|3506
2025-04-10 12:14:17.723152|3503
2025-04-10 12:24:17.155579|3505
2025-04-10 12:34:18.183708|3496
2025-04-10 12:44:17.878468|3491
2025-04-10 12:54:17.668264|3491
2025-04-10 13:04:18.028121|3482
2025-04-10 13:14:18.080595|3475
2025-04-10 13:24:17.523244|3473
2025-04-10 13:34:18.171049|3349
2025-04-10 13:44:18.533802|3434
2025-04-10 13:54:17.743912|3404
2025-04-10 14:04:18.703868|3370
2025-04-10 14:14:18.882416|3326
2025-04-10 14:24:18.845100|3292
2025-04-10 14:34:19.689012|3231
2025-04-10 14:44:20.237150|3159
2025-04-10 14:54:19.264095|3070
2025-04-10 15:04:20.334234|2897
